,X,Y,Z
0,-8.905264854431152,191.99293518066406,70.85546875
1,75.32772064208984,-561.3352661132812,299.2011413574219
2,149.01292419433594,-94.00166320800781,139.693115234375
3,33.58955001831055,189.1158447265625,-60.65140151977539
4,76.01313018798828,64.67926025390625,-168.7813262939453
5,-36.94272232055664,68.69609832763672,204.39163208007812
6,-707.4431762695312,-598.9849853515625,411.1107177734375
7,81.58181762695312,233.06890869140625,-175.68856811523438
8,-162.72927856445312,-143.94700622558594,-66.08514404296875
9,-53.1183967590332,-78.19078063964844,-131.00437927246094
10,222.27642822265625,21.56178092956543,14.459900856018066
11,611.16943359375,517.248046875,-47.67441940307617
12,-726.7763671875,-999.9995727539062,24.454692840576172
13,-75.8956069946289,-237.30079650878906,354.5069274902344
14,-85.42120361328125,-91.37762451171875,114.9911117553711
15,32.03908157348633,-139.60377502441406,-66.02286529541016
16,166.19235229492188,106.15682220458984,-70.90176391601562
17,95.93315887451172,-41.74052429199219,31.461339950561523
18,-106.20211791992188,-5.978796482086182,-28.020061492919922
19,44.0715217590332,41.922523498535156,-18.987884521484375
20,-133.40472412109375,81.3636703491211,49.086692810058594
21,89.36686706542969,37.662437438964844,93.0938720703125
22,-64.22669219970703,54.071556091308594,-113.06965637207031
23,-57.30412673950195,323.1591796875,-106.38726043701172
24,144.2650146484375,174.16973876953125,88.05648803710938
25,-202.76333618164062,8.973889350891113,-144.8629913330078
26,-55.2978630065918,-125.55397033691406,5.574028015136719
27,-145.14024353027344,156.62118530273438,-70.73596954345703
28,26.422834396362305,-195.42001342773438,83.74584197998047
29,-221.8234100341797,-12.557238578796387,25.247116088867188
30,-42.705387115478516,8.004619598388672,75.62195587158203
31,242.0152587890625,3.3152170181274414,-164.82827758789062
32,134.96389770507812,-84.0002212524414,-122.47156524658203
33,-202.6922149658203,-39.602577209472656,173.07371520996094
